year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2018,Female,Enrolled,751.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Enrolled,780.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Enrolled,769.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Enrolled,825.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Enrolled,953.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Enrolled,1197.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Enrolled,875.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Enrolled,790.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Enrolled,674.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Enrolled,673.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Enrolled,511.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Enrolled,519.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Enrolled,588.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Enrolled,626.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Enrolled,679.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Enrolled,761.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Enrolled,889.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2016,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2017,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2018,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2019,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2020,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2021,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2022,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2023,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F09,Health and welfare,Life & Health Sciences
2013,Female,Enrolled,77471.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,Enrolled,75433.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,Enrolled,75963.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,Enrolled,62242.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,Enrolled,61786.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,Enrolled,63786.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,Enrolled,67491.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,Enrolled,69254.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,Enrolled,71661.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,Enrolled,75531.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,Enrolled,80254.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,Enrolled,32992.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,Enrolled,31797.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,Enrolled,47439.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,Enrolled,45322.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,Enrolled,46875.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,Enrolled,24368.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,Enrolled,24490.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,Enrolled,24355.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,Enrolled,24955.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,Enrolled,26910.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,Enrolled,28773.0,,ED6,Bachelor's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,Enrolled,107909.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,Enrolled,108867.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,Enrolled,105732.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,Enrolled,101635.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,Enrolled,101464.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,Enrolled,105893.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,Enrolled,110467.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,Enrolled,116161.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,Enrolled,121923.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,Enrolled,126198.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,Enrolled,131299.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,Enrolled,65508.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,Enrolled,66814.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,Enrolled,68306.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,Enrolled,68800.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,Enrolled,69274.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,Enrolled,68900.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,Enrolled,71899.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,Enrolled,75169.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,Enrolled,78090.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,Enrolled,79787.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,Enrolled,82413.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,Enrolled,3555.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,Enrolled,3349.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,Enrolled,3274.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,Enrolled,3319.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,Enrolled,2850.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,Enrolled,2905.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,Enrolled,2738.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,Enrolled,2744.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,Enrolled,2790.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,Enrolled,3140.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,Enrolled,3105.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,Enrolled,1904.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,Enrolled,1800.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,Enrolled,1739.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,Enrolled,1700.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,Enrolled,1425.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,Enrolled,1513.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,Enrolled,1500.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,Enrolled,1555.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,Enrolled,1767.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,Enrolled,2051.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,Enrolled,2072.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,Enrolled,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Female,Enrolled,661.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Female,Enrolled,849.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Female,Enrolled,1129.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Female,Enrolled,1261.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Female,Enrolled,1750.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Female,Enrolled,1774.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Female,Enrolled,2174.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2016,Male,Enrolled,0.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2017,Male,Enrolled,810.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2018,Male,Enrolled,963.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2019,Male,Enrolled,1261.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2020,Male,Enrolled,1433.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2021,Male,Enrolled,2807.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2022,Male,Enrolled,4615.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2023,Male,Enrolled,5277.0,,ED5,Short-cycle tertiary education,F10,Services,Cross-disciplinary
2013,Female,Enrolled,16559.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2014,Female,Enrolled,16264.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,Enrolled,0.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2016,Female,Enrolled,209.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2017,Female,Enrolled,255.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2018,Female,Enrolled,17215.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2019,Female,Enrolled,18737.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2020,Female,Enrolled,20036.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2021,Female,Enrolled,21281.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2022,Female,Enrolled,21161.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2023,Female,Enrolled,21186.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2013,Male,Enrolled,21993.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2014,Male,Enrolled,22636.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2015,Male,Enrolled,0.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2016,Male,Enrolled,779.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2017,Male,Enrolled,811.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2018,Male,Enrolled,27099.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,Enrolled,30076.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,Enrolled,33585.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
